[7, 9, 6, 8, 10, 1, 4, 5, 2, 3]
[7, 9, 4, 1, 10, 8, 6, 5, 2, 3]
[7, 9, 1, 4, 10, 8, 6, 5, 2, 3]
[7, 9, 4, 1, 6, 8, 10, 5, 2, 3]
[7, 9, 6, 8, 10, 5, 1, 4, 2, 3]
[7, 9, 4, 1, 5, 10, 8, 6, 2, 3]
[7, 9, 5, 1, 4, 10, 8, 6, 2, 3]
[7, 9, 4, 1, 5, 6, 8, 10, 2, 3]
[7, 9, 6, 8, 10, 2, 5, 1, 4, 3]
[7, 9, 4, 1, 5, 2, 10, 8, 6, 3]
[7, 9, 2, 5, 1, 4, 10, 8, 6, 3]
[7, 9, 4, 1, 5, 2, 6, 8, 10, 3]
[7, 9, 6, 8, 10, 3, 2, 5, 1, 4]
[7, 9, 4, 1, 5, 2, 3, 10, 8, 6]
[7, 9, 3, 2, 5, 1, 4, 10, 8, 6]
[7, 9, 4, 1, 5, 2, 3, 6, 8, 10]
[7, 9, 4, 6, 8, 10, 5, 1, 2, 3]
[7, 9, 1, 5, 10, 8, 6, 4, 2, 3]
[7, 9, 5, 1, 10, 8, 6, 4, 2, 3]
[7, 9, 1, 5, 4, 6, 8, 10, 2, 3]
[7, 9, 4, 6, 8, 10, 2, 5, 1, 3]
[7, 9, 1, 5, 2, 10, 8, 6, 4, 3]
[7, 9, 2, 5, 1, 10, 8, 6, 4, 3]
[7, 9, 1, 5, 2, 4, 6, 8, 10, 3]
[7, 9, 4, 6, 8, 10, 3, 2, 5, 1]
[7, 9, 1, 5, 2, 3, 10, 8, 6, 4]
[7, 9, 3, 2, 5, 1, 10, 8, 6, 4]
[7, 9, 1, 5, 2, 3, 4, 6, 8, 10]
[7, 9, 1, 4, 6, 8, 10, 2, 5, 3]
[7, 9, 5, 2, 10, 8, 6, 4, 1, 3]
[7, 9, 2, 5, 10, 8, 6, 4, 1, 3]
[7, 9, 5, 2, 1, 4, 6, 8, 10, 3]
[7, 9, 1, 4, 6, 8, 10, 3, 2, 5]
[7, 9, 5, 2, 3, 10, 8, 6, 4, 1]
[7, 9, 3, 2, 5, 10, 8, 6, 4, 1]
[7, 9, 5, 2, 3, 1, 4, 6, 8, 10]
[7, 9, 5, 1, 4, 6, 8, 10, 3, 2]
[7, 9, 2, 3, 10, 8, 6, 4, 1, 5]
[7, 9, 3, 2, 10, 8, 6, 4, 1, 5]
[7, 9, 2, 3, 5, 1, 4, 6, 8, 10]
[7, 9, 10, 6, 8, 1, 4, 5, 2, 3]
[7, 9, 10, 4, 1, 8, 6, 5, 2, 3]
[7, 9, 10, 1, 4, 8, 6, 5, 2, 3]
[7, 9, 10, 4, 1, 6, 8, 5, 2, 3]
[7, 9, 10, 6, 8, 5, 1, 4, 2, 3]
[7, 9, 10, 4, 1, 5, 8, 6, 2, 3]
[7, 9, 10, 5, 1, 4, 8, 6, 2, 3]
[7, 9, 10, 4, 1, 5, 6, 8, 2, 3]
[7, 9, 10, 6, 8, 2, 5, 1, 4, 3]
[7, 9, 10, 4, 1, 5, 2, 8, 6, 3]
[7, 9, 10, 2, 5, 1, 4, 8, 6, 3]
[7, 9, 10, 4, 1, 5, 2, 6, 8, 3]
[7, 9, 10, 6, 8, 3, 2, 5, 1, 4]
[7, 9, 10, 4, 1, 5, 2, 3, 8, 6]
[7, 9, 10, 3, 2, 5, 1, 4, 8, 6]
[7, 9, 10, 4, 1, 5, 2, 3, 6, 8]
[7, 9, 10, 4, 6, 8, 5, 1, 2, 3]
[7, 9, 10, 1, 5, 8, 6, 4, 2, 3]
[7, 9, 10, 5, 1, 8, 6, 4, 2, 3]
[7, 9, 10, 1, 5, 4, 6, 8, 2, 3]
[7, 9, 10, 4, 6, 8, 2, 5, 1, 3]
[7, 9, 10, 1, 5, 2, 8, 6, 4, 3]
[7, 9, 10, 2, 5, 1, 8, 6, 4, 3]
[7, 9, 10, 1, 5, 2, 4, 6, 8, 3]
[7, 9, 10, 4, 6, 8, 3, 2, 5, 1]
[7, 9, 10, 1, 5, 2, 3, 8, 6, 4]
[7, 9, 10, 3, 2, 5, 1, 8, 6, 4]
[7, 9, 10, 1, 5, 2, 3, 4, 6, 8]
[7, 9, 10, 1, 4, 6, 8, 2, 5, 3]
[7, 9, 10, 5, 2, 8, 6, 4, 1, 3]
[7, 9, 10, 2, 5, 8, 6, 4, 1, 3]
[7, 9, 10, 5, 2, 1, 4, 6, 8, 3]
[7, 9, 10, 1, 4, 6, 8, 3, 2, 5]
[7, 9, 10, 5, 2, 3, 8, 6, 4, 1]
[7, 9, 10, 3, 2, 5, 8, 6, 4, 1]
[7, 9, 10, 5, 2, 3, 1, 4, 6, 8]
[7, 9, 10, 5, 1, 4, 6, 8, 3, 2]
[7, 9, 10, 2, 3, 8, 6, 4, 1, 5]
[7, 9, 10, 3, 2, 8, 6, 4, 1, 5]
[7, 9, 10, 2, 3, 5, 1, 4, 6, 8]
[7, 9, 10, 8, 4, 6, 5, 1, 2, 3]
[7, 9, 10, 8, 1, 5, 6, 4, 2, 3]
[7, 9, 10, 8, 5, 1, 6, 4, 2, 3]
[7, 9, 10, 8, 1, 5, 4, 6, 2, 3]
[7, 9, 10, 8, 4, 6, 2, 5, 1, 3]
[7, 9, 10, 8, 1, 5, 2, 6, 4, 3]
[7, 9, 10, 8, 2, 5, 1, 6, 4, 3]
[7, 9, 10, 8, 1, 5, 2, 4, 6, 3]
[7, 9, 10, 8, 4, 6, 3, 2, 5, 1]
[7, 9, 10, 8, 1, 5, 2, 3, 6, 4]
[7, 9, 10, 8, 3, 2, 5, 1, 6, 4]
[7, 9, 10, 8, 1, 5, 2, 3, 4, 6]
[7, 9, 10, 8, 1, 4, 6, 2, 5, 3]
[7, 9, 10, 8, 5, 2, 6, 4, 1, 3]
[7, 9, 10, 8, 2, 5, 6, 4, 1, 3]
[7, 9, 10, 8, 5, 2, 1, 4, 6, 3]
[7, 9, 10, 8, 1, 4, 6, 3, 2, 5]
[7, 9, 10, 8, 5, 2, 3, 6, 4, 1]
[7, 9, 10, 8, 3, 2, 5, 6, 4, 1]
[7, 9, 10, 8, 5, 2, 3, 1, 4, 6]
[7, 9, 10, 8, 5, 1, 4, 6, 3, 2]
[7, 9, 10, 8, 2, 3, 6, 4, 1, 5]
[7, 9, 10, 8, 3, 2, 6, 4, 1, 5]
[7, 9, 10, 8, 2, 3, 5, 1, 4, 6]
[7, 9, 10, 8, 6, 1, 4, 2, 5, 3]
[7, 9, 10, 8, 6, 5, 2, 4, 1, 3]
[7, 9, 10, 8, 6, 2, 5, 4, 1, 3]
[7, 9, 10, 8, 6, 5, 2, 1, 4, 3]
[7, 9, 10, 8, 6, 1, 4, 3, 2, 5]
[7, 9, 10, 8, 6, 5, 2, 3, 4, 1]
[7, 9, 10, 8, 6, 3, 2, 5, 4, 1]
[7, 9, 10, 8, 6, 5, 2, 3, 1, 4]
[7, 9, 10, 8, 6, 5, 1, 4, 3, 2]
[7, 9, 10, 8, 6, 2, 3, 4, 1, 5]
[7, 9, 10, 8, 6, 3, 2, 4, 1, 5]
[7, 9, 10, 8, 6, 2, 3, 5, 1, 4]
[7, 9, 10, 8, 6, 4, 5, 1, 3, 2]
[7, 9, 10, 8, 6, 4, 2, 3, 1, 5]
[7, 9, 10, 8, 6, 4, 3, 2, 1, 5]
[7, 9, 10, 8, 6, 4, 2, 3, 5, 1]
